config_id,method,alpha,probe_budget_fraction,probe_budget_percentage,records,mean_total_pixels,mean_carrier_pixels,mean_used_pixels,mean_used_pixel_fraction,mean_used_pixel_percentage,mean_probe_budget_pixels,total_probe_budget_pixels,total_guessed_carrier_pixels,mean_guessed_carrier_pixels,mean_precision_hit_rate,mean_carrier_recall,mean_incremental_probe_pixels,mean_incremental_guessed_pixels,mean_incremental_precision_hit_rate
hugo_alpha0p2,HUGO,0.2,0.01,1.0,10000,262144.0,9321.4033,9321.4033,0.03555833168029785,3.555833168029785,2621.0,26210000,2177039,217.7039,0.0830613887829073,0.022519790876286114,2621.0,217.7039,0.0830613887829073
hugo_alpha0p2,HUGO,0.2,0.05,5.0,10000,262144.0,9321.4033,9321.4033,0.03555833168029785,3.555833168029785,13107.0,131070000,10537203,1053.7203,0.08039370565346761,0.1091816171616561,10486.0,836.0164,0.07972691207324051
hugo_alpha0p2,HUGO,0.2,0.1,10.0,10000,262144.0,9321.4033,9321.4033,0.03555833168029785,3.555833168029785,26214.0,262140000,20236324,2023.6324,0.07719662775616085,0.2101282402688944,13107.0,969.9121,0.07399954985885406
hugo_alpha0p2,HUGO,0.2,0.2,20.0,10000,262144.0,9321.4033,9321.4033,0.03555833168029785,3.555833168029785,52429.0,524290000,37253168,3725.3168,0.07105450800129699,0.3886155090987605,26215.0,1701.6844,0.06491262254434485
hugo_alpha0p2,HUGO,0.2,0.3,30.0,10000,262144.0,9321.4033,9321.4033,0.03555833168029785,3.555833168029785,78643.0,786430000,51360203,5136.0203,0.06530804140228628,0.5383184743507234,26214.0,1410.7035,0.053814888990615706
hugo_alpha0p2,HUGO,0.2,0.4,40.0,10000,262144.0,9321.4033,9321.4033,0.03555833168029785,3.555833168029785,104858.0,1048580000,62891766,6289.1766,0.05997803314959278,0.6622325207216246,26215.0,1153.1563,0.04398841502956322
hugo_alpha0p2,HUGO,0.2,0.5,50.0,10000,262144.0,9321.4033,9321.4033,0.03555833168029785,3.555833168029785,131072.0,1310720000,72158653,7215.8653,0.055052683258056644,0.7631168160193758,26214.0,926.6887,0.03535090791180285
hugo_alpha0p3,HUGO,0.3,0.01,1.0,10000,262144.0,14997.2973,14997.2973,0.057210149002075196,5.7210149002075195,2621.0,26210000,3150392,315.0392,0.1201980923311713,0.020401791803764398,2621.0,315.0392,0.1201980923311713
hugo_alpha0p3,HUGO,0.3,0.05,5.0,10000,262144.0,14997.2973,14997.2973,0.057210149002075196,5.7210149002075195,13107.0,131070000,15355846,1535.5846,0.11715759517814908,0.099558654702341,10486.0,1220.5454,0.11639761586877742
hugo_alpha0p3,HUGO,0.3,0.1,10.0,10000,262144.0,14997.2973,14997.2973,0.057210149002075196,5.7210149002075195,26214.0,262140000,29729009,2972.9009,0.11340889982452125,0.1930178650736481,13107.0,1437.3163,0.1096602044708934
