distribution,image_source,method,alpha,probe_budget_fraction,mean_carrier_recall,mean_precision_hit_rate,lift
srm_residual,stego,HUGO,0.4,0.05,0.09250895203251122,0.15273944457160296,1.8501790406502243
srm_residual,stego,HUGO,0.4,0.1,0.18030993553879593,0.1487142862592508,1.8030993553879593
srm_residual,stego,HUGO,0.4,0.2,0.34179164695893044,0.14064488927883423,1.7089582347946521
srm_residual,stego,HUGO,0.4,0.3,0.48475325416899306,0.1326568861818598,1.6158441805633104
srm_residual,stego,HUGO,0.4,0.4,0.609418525672301,0.12474467851761428,1.5235463141807526
srm_residual,stego,HUGO,0.4,0.5,0.7163326554986233,0.11697482147216796,1.4326653109972467
srm_residual,stego,HUGO,0.5,0.01,0.01767588355405905,0.19082567722243418,1.7675883554059049
srm_residual,stego,HUGO,0.5,0.05,0.08687248737128686,0.1874667048142214,1.737449747425737
srm_residual,stego,HUGO,0.5,0.1,0.16996635977584504,0.18327041657129778,1.6996635977584502
srm_residual,stego,HUGO,0.5,0.2,0.3249098586296579,0.17490653645883006,1.6245492931482892
srm_residual,stego,HUGO,0.5,0.3,0.46453451372955695,0.16642046717444656,1.5484483790985233
srm_residual,stego,HUGO,0.5,0.4,0.5887461441949495,0.1578690695988861,1.4718653604873737
srm_residual,stego,HUGO,0.5,0.5,0.6973084672094506,0.14925223159790038,1.3946169344189012
