config_id,method,alpha,probe_budget_fraction,probe_budget_percentage,records,mean_total_pixels,mean_carrier_pixels,mean_used_pixels,mean_used_pixel_fraction,mean_used_pixel_percentage,mean_probe_budget_pixels,total_probe_budget_pixels,total_guessed_carrier_pixels,mean_guessed_carrier_pixels,mean_precision_hit_rate,mean_carrier_recall,mean_incremental_probe_pixels,mean_incremental_guessed_pixels,mean_incremental_precision_hit_rate,repeats,mean_sd_carrier_recall
mipod_alpha0p05,MIPOD,0.05,0.4,40.0,1000,262144.0,1446.233,1446.233,0.00551694107055664,0.551694107055664,104858.0,104858000,798116,798.555,0.007615584886227088,0.5420500850694085,26215.0,170.5132,0.006504413503719246,10,0.011055938046474529
mipod_alpha0p05,MIPOD,0.05,0.5,50.0,1000,262144.0,1446.233,1446.233,0.00551694107055664,0.551694107055664,131072.0,131072000,950063,950.5127,0.007251836395263672,0.6475580950655055,26214.0,151.95770000000002,0.005796814679179065,10,0.010515326002893968
mipod_alpha0p1,MIPOD,0.1,0.005,0.5,1000,262144.0,3326.383,3326.383,0.012689144134521484,1.2689144134521484,1311.0,1311000,26830,27.2978,0.020822120518688023,0.007898186697719852,1311.0,27.2978,0.020822120518688023,10,0.0014280150521592161
mipod_alpha0p1,MIPOD,0.1,0.01,1.0,1000,262144.0,3326.383,3326.383,0.012689144134521484,1.2689144134521484,2621.0,2621000,54037,54.476099999999995,0.020784471575734452,0.015765665456838905,1310.0,27.178300000000004,0.02074679389312977,10,0.002010044945233575
mipod_alpha0p1,MIPOD,0.1,0.02,2.0,1000,262144.0,3326.383,3326.383,0.012689144134521484,1.2689144134521484,5243.0,5243000,108228,108.6708,0.020726835781041387,0.03146272025979384,2622.0,54.1947,0.020669221967963385,10,0.0028057222615339218
mipod_alpha0p1,MIPOD,0.1,0.05,5.0,1000,262144.0,3326.383,3326.383,0.012689144134521484,1.2689144134521484,13107.0,13107000,268196,268.63169999999997,0.02049528496223392,0.07786613809874195,7864.0,159.96089999999998,0.020340907934893186,10,0.004259177330917929
mipod_alpha0p1,MIPOD,0.1,0.1,10.0,1000,262144.0,3326.383,3326.383,0.012689144134521484,1.2689144134521484,26214.0,26214000,525561,526.0088000000001,0.02006594949263752,0.15278117739397842,13107.0,257.3771,0.019636614023041125,10,0.005622687446099237
mipod_alpha0p1,MIPOD,0.1,0.2,20.0,1000,262144.0,3326.383,3326.383,0.012689144134521484,1.2689144134521484,52429.0,52429000,1005415,1005.8682,0.019185340174331003,0.2935237991492552,26215.0,479.85940000000005,0.01830476444783521,10,0.006880763611029595
mipod_alpha0p1,MIPOD,0.1,0.3,30.0,1000,262144.0,3326.383,3326.383,0.012689144134521484,1.2689144134521484,78643.0,78643000,1440078,1440.531,0.018317345472578617,0.42227474203339327,26214.0,434.6628,0.016581322957198445,10,0.007336286460114841
mipod_alpha0p1,MIPOD,0.1,0.4,40.0,1000,262144.0,3326.383,3326.383,0.012689144134521484,1.2689144134521484,104858.0,104858000,1831763,1832.2073,0.017473223788361403,0.539396947311412,26215.0,391.67629999999997,0.014940923135609385,10,0.007338254892732594
mipod_alpha0p1,MIPOD,0.1,0.5,50.0,1000,262144.0,3326.383,3326.383,0.012689144134521484,1.2689144134521484,131072.0,131072000,2182530,2182.9977,0.016654950714111327,0.6452934128269262,26214.0,350.79040000000003,0.013381795986877243,10,0.006937688305946661
