config_id,record_name,record_path,cover_relative_path,stego_relative_path,method,alpha,record_seed,probe_seed,probe_distribution,probe_image_source,image_height,image_width,total_pixels,carrier_pixels,used_pixels,used_pixel_fraction,used_pixel_percentage,probe_budget_fraction,probe_budget_percentage,probe_budget_pixels,unique_probed_pixels,guessed_carrier_pixels,precision_hit_rate,carrier_recall,incremental_probe_pixels,incremental_guessed_pixels,incremental_precision_hit_rate
mipod_alpha0p05,00081_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00081_changes.npz,00081.tif,00081_stego.png,MIPOD,0.05,3951971056,2527903960,wavelet_energy,stego,512,512,262144,1280,1280,0.0048828125,0.48828125,0.1,10.0,26214,26214,147,0.005607690547035935,0.11484375,13107,72,0.005493247882810712
mipod_alpha0p05,00081_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00081_changes.npz,00081.tif,00081_stego.png,MIPOD,0.05,3951971056,2527903960,wavelet_energy,stego,512,512,262144,1280,1280,0.0048828125,0.48828125,0.2,20.0,52429,52429,297,0.005664803829941445,0.23203125,26215,150,0.005721914934197978
mipod_alpha0p05,00081_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00081_changes.npz,00081.tif,00081_stego.png,MIPOD,0.05,3951971056,2527903960,wavelet_energy,stego,512,512,262144,1280,1280,0.0048828125,0.48828125,0.3,30.0,78643,78643,432,0.005493178032374146,0.3375,26214,135,0.005149919890135042
mipod_alpha0p05,00081_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00081_changes.npz,00081.tif,00081_stego.png,MIPOD,0.05,3951971056,2527903960,wavelet_energy,stego,512,512,262144,1280,1280,0.0048828125,0.48828125,0.4,40.0,104858,104858,554,0.005283335558564917,0.4328125,26215,122,0.004653824146481023
mipod_alpha0p05,00081_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00081_changes.npz,00081.tif,00081_stego.png,MIPOD,0.05,3951971056,2527903960,wavelet_energy,stego,512,512,262144,1280,1280,0.0048828125,0.48828125,0.5,50.0,131072,131072,668,0.005096435546875,0.521875,26214,114,0.00434882124055848
mipod_alpha0p05,00082_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00082_changes.npz,00082.tif,00082_stego.png,MIPOD,0.05,1349478384,2606875684,wavelet_energy,stego,512,512,262144,1412,1412,0.0053863525390625,0.53863525390625,0.01,1.0,2621,2621,15,0.005723006486074018,0.010623229461756374,2621,15,0.005723006486074018
mipod_alpha0p05,00082_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00082_changes.npz,00082.tif,00082_stego.png,MIPOD,0.05,1349478384,2606875684,wavelet_energy,stego,512,512,262144,1412,1412,0.0053863525390625,0.53863525390625,0.05,5.0,13107,13107,84,0.006408789196612497,0.059490084985835696,10486,69,0.006580202174327675
mipod_alpha0p05,00082_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00082_changes.npz,00082.tif,00082_stego.png,MIPOD,0.05,1349478384,2606875684,wavelet_energy,stego,512,512,262144,1412,1412,0.0053863525390625,0.53863525390625,0.1,10.0,26214,26214,153,0.005836575875486381,0.10835694050991501,13107,69,0.005264362554360266
mipod_alpha0p05,00082_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00082_changes.npz,00082.tif,00082_stego.png,MIPOD,0.05,1349478384,2606875684,wavelet_energy,stego,512,512,262144,1412,1412,0.0053863525390625,0.53863525390625,0.2,20.0,52429,52429,334,0.006370520131988022,0.23654390934844194,26215,181,0.006904444020598894
mipod_alpha0p05,00082_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00082_changes.npz,00082.tif,00082_stego.png,MIPOD,0.05,1349478384,2606875684,wavelet_energy,stego,512,512,262144,1412,1412,0.0053863525390625,0.53863525390625,0.3,30.0,78643,78643,499,0.006345129254987729,0.35339943342776203,26214,165,0.006294346532387274
mipod_alpha0p05,00082_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00082_changes.npz,00082.tif,00082_stego.png,MIPOD,0.05,1349478384,2606875684,wavelet_energy,stego,512,512,262144,1412,1412,0.0053863525390625,0.53863525390625,0.4,40.0,104858,104858,672,0.006408666959125675,0.47592067988668557,26215,173,0.006599275224108335
mipod_alpha0p05,00082_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00082_changes.npz,00082.tif,00082_stego.png,MIPOD,0.05,1349478384,2606875684,wavelet_energy,stego,512,512,262144,1412,1412,0.0053863525390625,0.53863525390625,0.5,50.0,131072,131072,820,0.006256103515625,0.5807365439093485,26214,148,0.005645838101777676
mipod_alpha0p05,00083_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00083_changes.npz,00083.tif,00083_stego.png,MIPOD,0.05,1019304809,907187376,wavelet_energy,stego,512,512,262144,1493,1493,0.005695343017578125,0.5695343017578125,0.01,1.0,2621,2621,22,0.008393742846241892,0.014735432016075016,2621,22,0.008393742846241892
mipod_alpha0p05,00083_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00083_changes.npz,00083.tif,00083_stego.png,MIPOD,0.05,1019304809,907187376,wavelet_energy,stego,512,512,262144,1493,1493,0.005695343017578125,0.5695343017578125,0.05,5.0,13107,13107,127,0.009689478904402228,0.08506363027461487,10486,105,0.010013351134846462
mipod_alpha0p05,00083_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00083_changes.npz,00083.tif,00083_stego.png,MIPOD,0.05,1019304809,907187376,wavelet_energy,stego,512,512,262144,1493,1493,0.005695343017578125,0.5695343017578125,0.1,10.0,26214,26214,237,0.00904097047379263,0.15874079035498995,13107,110,0.008392462043183032
mipod_alpha0p05,00083_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00083_changes.npz,00083.tif,00083_stego.png,MIPOD,0.05,1019304809,907187376,wavelet_energy,stego,512,512,262144,1493,1493,0.005695343017578125,0.5695343017578125,0.2,20.0,52429,52429,450,0.008583036105971886,0.3014065639651708,26215,213,0.00812511920656113
mipod_alpha0p05,00083_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00083_changes.npz,00083.tif,00083_stego.png,MIPOD,0.05,1019304809,907187376,wavelet_energy,stego,512,512,262144,1493,1493,0.005695343017578125,0.5695343017578125,0.3,30.0,78643,78643,636,0.00808717876988416,0.42598794373744137,26214,186,0.007095445181963836
mipod_alpha0p05,00083_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00083_changes.npz,00083.tif,00083_stego.png,MIPOD,0.05,1019304809,907187376,wavelet_energy,stego,512,512,262144,1493,1493,0.005695343017578125,0.5695343017578125,0.4,40.0,104858,104858,816,0.007781952736081177,0.5465505693235098,26215,180,0.006866297921037574
mipod_alpha0p05,00083_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00083_changes.npz,00083.tif,00083_stego.png,MIPOD,0.05,1019304809,907187376,wavelet_energy,stego,512,512,262144,1493,1493,0.005695343017578125,0.5695343017578125,0.5,50.0,131072,131072,990,0.0075531005859375,0.6630944407233758,26214,174,0.006637674525062943
mipod_alpha0p05,00084_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00084_changes.npz,00084.tif,00084_stego.png,MIPOD,0.05,3365339870,18374909,wavelet_energy,stego,512,512,262144,1348,1348,0.0051422119140625,0.51422119140625,0.01,1.0,2621,2621,9,0.0034338038916444107,0.0066765578635014835,2621,9,0.0034338038916444107
mipod_alpha0p05,00084_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00084_changes.npz,00084.tif,00084_stego.png,MIPOD,0.05,3365339870,18374909,wavelet_energy,stego,512,512,262144,1348,1348,0.0051422119140625,0.51422119140625,0.05,5.0,13107,13107,61,0.004654001678492409,0.045252225519287835,10486,52,0.004958992942971581
mipod_alpha0p05,00084_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00084_changes.npz,00084.tif,00084_stego.png,MIPOD,0.05,3365339870,18374909,wavelet_energy,stego,512,512,262144,1348,1348,0.0051422119140625,0.51422119140625,0.1,10.0,26214,26214,117,0.004463263904783703,0.08679525222551929,13107,56,0.0042725261310749985
mipod_alpha0p05,00084_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00084_changes.npz,00084.tif,00084_stego.png,MIPOD,0.05,3365339870,18374909,wavelet_energy,stego,512,512,262144,1348,1348,0.0051422119140625,0.51422119140625,0.2,20.0,52429,52429,264,0.005035381182170173,0.19584569732937684,26215,147,0.005607476635514018
mipod_alpha0p05,00084_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00084_changes.npz,00084.tif,00084_stego.png,MIPOD,0.05,3365339870,18374909,wavelet_energy,stego,512,512,262144,1348,1348,0.0051422119140625,0.51422119140625,0.3,30.0,78643,78643,406,0.005162570095240517,0.30118694362017806,26214,142,0.0054169527733272296
mipod_alpha0p05,00084_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00084_changes.npz,00084.tif,00084_stego.png,MIPOD,0.05,3365339870,18374909,wavelet_energy,stego,512,512,262144,1348,1348,0.0051422119140625,0.51422119140625,0.4,40.0,104858,104858,556,0.005302408972133743,0.4124629080118694,26215,150,0.005721914934197978
mipod_alpha0p05,00084_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00084_changes.npz,00084.tif,00084_stego.png,MIPOD,0.05,3365339870,18374909,wavelet_energy,stego,512,512,262144,1348,1348,0.0051422119140625,0.51422119140625,0.5,50.0,131072,131072,691,0.00527191162109375,0.5126112759643917,26214,135,0.005149919890135042
mipod_alpha0p05,00085_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00085_changes.npz,00085.tif,00085_stego.png,MIPOD,0.05,1450841309,670495145,wavelet_energy,stego,512,512,262144,1367,1367,0.005214691162109375,0.5214691162109375,0.01,1.0,2621,2621,14,0.00534147272033575,0.010241404535479151,2621,14,0.00534147272033575
mipod_alpha0p05,00085_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00085_changes.npz,00085.tif,00085_stego.png,MIPOD,0.05,1450841309,670495145,wavelet_energy,stego,512,512,262144,1367,1367,0.005214691162109375,0.5214691162109375,0.05,5.0,13107,13107,86,0.0065613794155794615,0.06291148500365765,10486,72,0.006866297921037574
mipod_alpha0p05,00085_changes.npz,/Users/pavloyatsura/Documents/phd/blind_steganalysis/experiments/probing_only/steganograms/mipod_alpha0p05/00085_changes.npz,00085.tif,00085_stego.png,MIPOD,0.05,1450841309,670495145,wavelet_energy,stego,512,512,262144,1367,1367,0.005214691162109375,0.5214691162109375,0.1,10.0,26214,26214,168,0.006408789196612497,0.12289685442574981,13107,82,0.006256198977645533
