method,alpha,localizer,n_images,mean_average_precision,ap_ci_lo,ap_ci_hi,mean_roc_auc,floor_ap,oracle_ap,ap_efficiency,mean_recall_at_1,recall_at_1_ci_lo,recall_at_1_ci_hi,mean_lift_at_1,mean_recall_at_5,recall_at_5_ci_lo,recall_at_5_ci_hi,mean_lift_at_5,mean_recall_at_10,recall_at_10_ci_lo,recall_at_10_ci_hi,mean_lift_at_10,mean_recall_at_20,recall_at_20_ci_lo,recall_at_20_ci_hi,mean_lift_at_20,mean_recall_at_30,recall_at_30_ci_lo,recall_at_30_ci_hi,mean_lift_at_30,mean_recall_at_40,recall_at_40_ci_lo,recall_at_40_ci_hi,mean_lift_at_40,mean_recall_at_50,recall_at_50_ci_lo,recall_at_50_ci_hi,mean_lift_at_50
HUGO,0.03,wavelet_energy_cover,100,0.013918938893062737,0.011420457528342512,0.01659842646374706,0.6882217631038869,0.004250030517578125,0.11318521506600432,0.08875836044676991,0.04984644988801332,0.04221604218519034,0.05793816253102542,4.984644988801332,0.17757584339451582,0.15601550366626354,0.20036633714229016,3.551516867890318,0.2873926696221886,0.2576961112743672,0.316825586195187,2.873926696221885,0.45078884838611555,0.4161159948654382,0.48436905738829705,2.2539442419305784,0.5737259310152102,0.5406580605936863,0.6051817838905601,1.9124197700507009,0.6725771484487914,0.6421175803601165,0.7016483083223685,1.6814428711219784,0.7540206858754308,0.7277585774772997,0.7790950479658528,1.5080413717508616
HUGO,0.03,wavelet_energy_stego,100,0.013954308198738467,0.011454310628222716,0.016666044037948104,0.6886698146704822,0.004250030517578125,0.11318521506600432,0.08908304255771825,0.05006286697602346,0.04244839159134137,0.05822074695727125,5.006286697602346,0.17762239339825625,0.1559135655529297,0.20038953280080038,3.5524478679651246,0.28810729681195946,0.25820689189286616,0.31779930182800453,2.8810729681195943,0.45107767283821404,0.4165945248573585,0.4846299466156106,2.2553883641910706,0.5742776668998439,0.5411594595980631,0.6056901633601929,1.9142588896661465,0.673481284417951,0.6430595415997943,0.7024590266012056,1.6837032110448777,0.7547720431484892,0.7283215535950005,0.7796842210465026,1.5095440862969784
HUGO,0.05,laplacian_residual_cover,100,0.0607461990296163,0.053131944315900785,0.06812437843182756,0.7895076385108958,0.007500991821289062,0.13534113982737386,0.41649832262234965,0.1383921751354422,0.12777363101236233,0.14852060841471298,13.839217513544218,0.36346120366866,0.3425052123721574,0.3840776753958072,7.2692240733731985,0.5033474678178086,0.4790275957696389,0.5268216296424777,5.033474678178085,0.6533945354171133,0.6293584133173438,0.6763995121785721,3.2669726770855663,0.7421346696172406,0.7210591578848098,0.7617830030554854,2.4737822320574683,0.8024926648005898,0.7848883073747911,0.818618798978191,2.006231662001474,0.8484106653662025,0.8338499729817783,0.8617496449101875,1.696821330732405
HUGO,0.05,laplacian_residual_stego,100,0.06878988087326596,0.05858205532302269,0.08086245242762155,0.8006486727725479,0.007500991821289062,0.13534113982737386,0.4794181640736189,0.15120648497384298,0.13831146928808888,0.16609875999579657,15.120648497384302,0.38434274846516525,0.3623645325929072,0.40665612681480295,7.686854969303301,0.5242005851529365,0.500962712060104,0.5476242507509329,5.242005851529365,0.6735621243519918,0.6524348270551869,0.6939000777284233,3.367810621759959,0.7587285472602596,0.7402837090953781,0.7761852337318351,2.529095157534199,0.8163659523478779,0.8005766562206543,0.8310513468143551,2.040914880869695,0.8599352852856004,0.8470717795989684,0.8718519729001408,1.7198705705712007
HUGO,0.05,local_variance_cover,100,0.05184076063436208,0.0445706346144552,0.059131303697345414,0.8365700698384192,0.007500991821289062,0.13534113982737386,0.34683758979192186,0.10221122329840107,0.09109799424665219,0.11395686587492965,10.221122329840103,0.3204076460057293,0.29338424748707187,0.3476914077397923,6.408152920114585,0.4913530763813752,0.45574033057727004,0.5249480095718646,4.9135307638137515,0.6974124661091449,0.6622186618132893,0.7323899830788224,3.487062330545724,0.8153126752962256,0.78563978779485,0.8424414558241019,2.7177089176540865,0.8893666907278033,0.866822560183686,0.909095865484577,2.2234167268195084,0.9352818134740416,0.9193808062708054,0.949661083971617,1.8705636269480832
HUGO,0.05,local_variance_stego,100,0.051855022198692015,0.04458524370388139,0.05914145746331342,0.836758935584898,0.007500991821289062,0.13534113982737386,0.3469491475814924,0.10221361857003014,0.09107340533571268,0.11400932535280148,10.221361857003014,0.32057737206312525,0.2935902267850392,0.3478393862583713,6.411547441262503,0.49152026431326085,0.4559167686785566,0.5250230824796446,4.915202643132608,0.697628502947591,0.6622970388776677,0.7324933687770393,3.488142514737955,0.815502674716561,0.7859619382156459,0.8425901861873437,2.718342249055203,0.889630728000936,0.8670849828065335,0.9094588896778834,2.22407682000234,0.9356141780913511,0.9197123281703716,0.9497968665533761,1.8712283561827021
HUGO,0.05,oracle,100,0.13534113982737386,0.12103593863361405,0.14864882036265115,0.9319803728769149,0.007500991821289062,0.13534113982737386,1.0,0.22992719296478129,0.21600624473710112,0.24320853600621892,22.992719296478136,0.6023935841744539,0.5730582083786433,0.6304476675757418,12.047871683489072,0.7807139476136308,0.7530413340906474,0.8065347784371721,7.807139476136308,0.9114744126325455,0.8929463541629964,0.9276664104041108,4.557372063162726,0.9587140693514604,0.946869193001041,0.9686596697260463,3.195713564504868,0.9801358469159999,0.972697401810029,0.9861698383792282,2.4503396172899996,0.9902176107300856,0.9853391043035244,0.9938888155696063,1.9804352214601713
HUGO,0.05,srm_residual_cover,100,0.08035092836639533,0.06973411850771877,0.09058188099887735,0.8662088778840742,0.007500991821289062,0.13534113982737386,0.5698517850717666,0.15438001644204877,0.1405680419807475,0.16753466110943047,15.438001644204876,0.43641999713700963,0.40628433782804413,0.46414520980589113,8.728399942740193,0.6056575121704241,0.5723490879722019,0.6363409156677697,6.056575121704238,0.7748475895184009,0.7457328891247569,0.8009499057086202,3.8742379475920052,0.8592168504651131,0.8369588757908625,0.8790630646676858,2.8640561682170436,0.9086935952116815,0.8915880511147043,0.923843761008184,2.2717339880292036,0.9419010424741961,0.9295662068265582,0.9529684401470999,1.8838020849483923
HUGO,0.05,srm_residual_stego,100,0.08663850547305005,0.07547785879759093,0.09847962272635218,0.8752872336363915,0.007500991821289062,0.13534113982737386,0.6190349032449045,0.16371666897720732,0.14994100474483965,0.1783895057718013,16.371666897720733,0.45496972547207387,0.42608669085666223,0.48284593537002946,9.099394509441476,0.6255030078025904,0.593809708495904,0.6554860178053815,6.255030078025904,0.7912905590662733,0.7648330819081871,0.815956051492141,3.9564527953313653,0.8727400228352793,0.8530066905462858,0.8909863049293978,2.9091334094509325,0.9197577853212755,0.9050672870421262,0.933049722377428,2.2993944633031886,0.9497432188078665,0.9393583677076841,0.9591085021852097,1.899486437615733
HUGO,0.05,texture_energy_cover,100,0.08034500963107429,0.0702002614464522,0.0901616430734315,0.8759338513701986,0.007500991821289062,0.13534113982737386,0.5698054871331818,0.15562076586928247,0.1429557005776232,0.1679277434091311,15.56207658692825,0.43793794657635515,0.41048127400684553,0.46399263558123843,8.758758931527101,0.6166282466493265,0.5850520641816851,0.6450060363187254,6.1662824664932625,0.79226494133105,0.7649746314798169,0.8161635465778414,3.96132470665525,0.8771762310678892,0.8566473697550768,0.895732820659363,2.923920770226297,0.9253129553462025,0.9103946865063817,0.9387430763507808,2.3132823883655056,0.9548175240817836,0.9443004079320955,0.9642029559337892,1.909635048163567
HUGO,0.05,texture_energy_stego,100,0.08743024895833804,0.0757223188605119,0.09999945853760579,0.8829397913409214,0.007500991821289062,0.13534113982737386,0.6252281336004444,0.16685628292795035,0.15262504358389906,0.18266255972234197,16.685628292795037,0.45622218343178084,0.4287910263179094,0.48281319303095177,9.124443668635617,0.6343134915362494,0.6052160844876087,0.6621723541552962,6.343134915362493,0.8065288501188289,0.7828997478887064,0.8290438573405536,4.032644250594144,0.8876728991810608,0.8698831028507619,0.9036912073591107,2.9589096639368684,0.932697679858626,0.9205164814062371,0.94401687964141,2.331744199646565,0.9598494407977046,0.951521332343878,0.9675553990573844,1.9196988815954092
HUGO,0.05,uniform,100,0.007500991821289062,0.007278233528137207,0.00770667552947998,0.5,0.007500991821289062,0.13534113982737386,0.0,0.009999999999999998,0.009999999999999998,0.009999999999999998,1.0,0.04999999999999999,0.04999999999999999,0.04999999999999999,1.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,1.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,1.0,0.3,0.3,0.3,1.0,0.3999999999999999,0.3999999999999999,0.3999999999999999,1.0,0.5,0.5,0.5,1.0
