config_id,method,alpha,probe_budget_fraction,probe_budget_percentage,records,mean_total_pixels,mean_carrier_pixels,mean_used_pixels,mean_used_pixel_fraction,mean_used_pixel_percentage,mean_probe_budget_pixels,total_probe_budget_pixels,total_guessed_carrier_pixels,mean_guessed_carrier_pixels,mean_precision_hit_rate,mean_carrier_recall,mean_incremental_probe_pixels,mean_incremental_guessed_pixels,mean_incremental_precision_hit_rate,repeats,mean_sd_carrier_recall
hugo_alpha0p5,HUGO,0.5,0.01,1.0,1000,262144.0,27836.594,27836.594,0.10618817901611328,10.618817901611328,2621.0,2621000,277783,278.24440000000004,0.10615963372758488,0.009995602955588392,1310.0,139.086,0.10617251908396946,10,0.0005548973205023526
hugo_alpha0p5,HUGO,0.5,0.02,2.0,1000,262144.0,27836.594,27836.594,0.10618817901611328,10.618817901611328,5243.0,5243000,556307,556.7418999999999,0.10618765973679191,0.020000717587158327,2622.0,278.4975,0.10621567505720825,10,0.0007757248972255391
hugo_alpha0p5,HUGO,0.5,0.05,5.0,1000,262144.0,27836.594,27836.594,0.10618817901611328,10.618817901611328,13107.0,13107000,1391326,1391.7875,0.10618657969024187,0.049997513672276506,7864.0,835.0456000000001,0.10618585961342829,10,0.0012019514371321804
hugo_alpha0p5,HUGO,0.5,0.1,10.0,1000,262144.0,27836.594,27836.594,0.10618817901611328,10.618817901611328,26214.0,26214000,2783704,2784.1395,0.10620811398489359,0.10001682582686797,13107.0,1392.352,0.1062296482795453,10,0.0016624369378569139
hugo_alpha0p5,HUGO,0.5,0.2,20.0,1000,262144.0,27836.594,27836.594,0.10618817901611328,10.618817901611328,52429.0,52429000,5567339,5567.7722,0.10619642182761448,0.20001568133100794,26215.0,2783.6327,0.1061847301163456,10,0.0022106193515587912
hugo_alpha0p5,HUGO,0.5,0.3,30.0,1000,262144.0,27836.594,27836.594,0.10618817901611328,10.618817901611328,78643.0,78643000,8350656,8351.1031,0.10619003725697138,0.30000338234965157,26214.0,2783.3309,0.10617726787212942,10,0.0025100270210753634
hugo_alpha0p5,HUGO,0.5,0.4,40.0,1000,262144.0,27836.594,27836.594,0.10618817901611328,10.618817901611328,104858.0,104858000,11133667,11134.1193,0.10618283106677602,0.39998019404603624,26215.0,2783.0161999999996,0.10616121304596605,10,0.0026752963249558714
hugo_alpha0p5,HUGO,0.5,0.5,50.0,1000,262144.0,27836.594,27836.594,0.10618817901611328,10.618817901611328,131072.0,131072000,13917674,13918.119100000002,0.10618682174682618,0.49999263932729104,26214.0,2783.9997999999996,0.10620278477149617,10,0.00275219558930114
mipod_alpha0p001,MIPOD,0.001,0.005,0.5,1000,262144.0,16.725,16.725,6.380081176757813e-05,0.0063800811767578125,1311.0,1311000,0,0.0821,6.262395118230359e-05,0.004909902678532324,1311.0,0.0821,6.262395118230359e-05,10,0.012421068682384878
mipod_alpha0p001,MIPOD,0.001,0.01,1.0,1000,262144.0,16.725,16.725,6.380081176757813e-05,0.0063800811767578125,2621.0,2621000,1,0.16840000000000002,6.42502861503243e-05,0.009963361356880878,1310.0,0.08630000000000002,6.587786259541986e-05,10,0.020838903724138616
mipod_alpha0p001,MIPOD,0.001,0.02,2.0,1000,262144.0,16.725,16.725,6.380081176757813e-05,0.0063800811767578125,5243.0,5243000,9,0.34020000000000006,6.488651535380507e-05,0.020245902735301285,2622.0,0.1718,6.552250190694127e-05,10,0.03290024308098687
mipod_alpha0p001,MIPOD,0.001,0.05,5.0,1000,262144.0,16.725,16.725,6.380081176757813e-05,0.0063800811767578125,13107.0,13107000,359,0.828,6.317235065232319e-05,0.049220835136499205,7864.0,0.48779999999999996,6.2029501525941e-05,10,0.052172634006808535
mipod_alpha0p001,MIPOD,0.001,0.1,10.0,1000,262144.0,16.725,16.725,6.380081176757813e-05,0.0063800811767578125,26214.0,26214000,1195,1.6613,6.337453269245442e-05,0.09926020517727013,13107.0,0.8332999999999999,6.357671473258563e-05,10,0.07244133561673914
mipod_alpha0p001,MIPOD,0.001,0.2,20.0,1000,262144.0,16.725,16.725,6.380081176757813e-05,0.0063800811767578125,52429.0,52429000,2893,3.3278000000000003,6.347250567434054e-05,0.19907160357265832,26215.0,1.6665,6.357047491893953e-05,10,0.09753018449170713
mipod_alpha0p001,MIPOD,0.001,0.3,30.0,1000,262144.0,16.725,16.725,6.380081176757813e-05,0.0063800811767578125,78643.0,78643000,4547,5.0153,6.37729995040881e-05,0.3002990125914423,26214.0,1.6875,6.437399862668802e-05,10,0.11172111864757675
