distribution,image_source,method,alpha,probe_budget_fraction,mean_carrier_recall,mean_precision_hit_rate,lift
srm_residual,stego,MIPOD,0.3,0.4,0.5230550824590192,0.06694488069579814,1.307637706147548
srm_residual,stego,MIPOD,0.3,0.5,0.6303016143539675,0.06427165908813477,1.260603228707935
srm_residual,stego,MIPOD,0.4,0.01,0.014516755512264825,0.10989259824494468,1.4516755512264825
srm_residual,stego,MIPOD,0.4,0.05,0.07183222792407898,0.1086239719233997,1.4366445584815795
srm_residual,stego,MIPOD,0.4,0.1,0.1417617296878637,0.10703762874799724,1.4176172968786371
srm_residual,stego,MIPOD,0.4,0.2,0.2756637644514475,0.10375452707471056,1.3783188222572376
srm_residual,stego,MIPOD,0.4,0.3,0.40125484106860404,0.10034287349160129,1.3375161368953468
srm_residual,stego,MIPOD,0.4,0.4,0.5180869875623748,0.09681356596540083,1.295217468905937
srm_residual,stego,MIPOD,0.4,0.5,0.6257479753067055,0.09318174133300781,1.251495950613411
srm_residual,stego,MIPOD,0.5,0.01,0.014229746600582203,0.14514574589851204,1.4229746600582203
srm_residual,stego,MIPOD,0.5,0.05,0.07046289885541199,0.14361064316777297,1.4092579771082396
srm_residual,stego,MIPOD,0.5,0.1,0.1392168777668929,0.14171425955596245,1.3921687776689289
srm_residual,stego,MIPOD,0.5,0.2,0.2714076260500786,0.13779335291537126,1.357038130250393
srm_residual,stego,MIPOD,0.5,0.3,0.3961567370601119,0.1337049476749361,1.3205224568670397
srm_residual,stego,MIPOD,0.5,0.4,0.5128141907012126,0.12938922924335772,1.2820354767530313
srm_residual,stego,MIPOD,0.5,0.5,0.6208399649261798,0.1248745346069336,1.2416799298523595
